CIP1,CIP2,CIP3,LIBELLE,CESSION,PUBLIC,CODTVA
1765871,9100001765871,3000001204961.0,ORNIDA 500MG CP B/30,3722,4990,0
8109251,9100000830691,3000000093689.0,ORNILOX 500/200MG CP/10,3454,4630,0
3442804,3400934428043,,OROCAL D3 500MG/400UI CP B/60,4323,5795,0
2292314,9100000467601,2292314.0,OROFER GELU B/40,1610,2155,0
3313113,3400933131135,3313113.0,OROKEN 200MG CP B/8,6059,8125,0
1603721,3000000815618,3000000815618.0,OROSTIM GEL B/30,3005,0,2
1603741,3000000815601,,OROSTIM SP F/125ML,3194,0,2
1251081,9100001251081,,OROXINE 200/500MG CP B/10,3022,4050,0
1643131,9100001643131,,ORS ET ZINC SHAC/2 ET CP/10,749,1005,0
1744061,9100001744061,,ORTACTA 10MG CP B/10,7276,9755,0
1733001,9100001733001,,ORTACTA 10MG CP B/30,8640,11585,0
1733011,9100001733011,,ORTACTA 15MG CP B/28,12572,16855,0
1733021,9100001733021,,ORTACTA 20MG CP B/28,12018,16115,0
2011203,3401020112037,2011203.0,OSPAMOX 1000MG CP B/12,2132,2860,0
2299026,9100000514021,2299026.0,OSPAMOX 1000MG CP DISP B/12,2346,3145,0
2009152,9100006463041,2009152.0,OSPAMOX 500MG CP B/12,999,1340,0
3132162,3400931321620,3132162.0,OSPEN 1M CP B/12,1852,2480,0
1866941,3990000020290,,OSTEO 24 CP B/60,10253,0,2
1835211,9100001835211,,OSTODIEN FORTE CP B/30,6727,0,2
1711761,3990000016835,,OV POWER GEL B/30,18755,0,2
6447133,3591550000086,,OVOCYPLUS GELU B/60,20145,0,2
1245351,3591550000154,3591550000154.0,OVOCYPLUS GROSSESSE GELU B/30,8830,0,2
2285739,3000000598153,2285739.0,OXAGRAM 500MG GEL B/24,3459,4635,0
9001231,9100000516641,,OXAPEN 500MG CP B/12,2508,3360,0
1330751,3000000555873,3000000555873.0,OXICLAR 500MG GELU B/24,2123,2845,0
3617103,3400936171039,3400936171039.0,OXYBOLDINE CP EFF B/24,1906,2555,0
1097361,9100001097361,,OXYNIC 1G TABS B/2X7,2804,3760,0
1011081,9100001011081,,OXYNIC 625MG TABS B/2X7,1891,2535,0
9001260,9100000914321,,OZAPRAL 30MG GELU B/30,4575,6135,0
2262477,9100006524001,8011026.0,OZIBEN 100MG CP SEC B/6,794,1065,0
2262483,9100006524011,2262483.0,OZIBEN 500MG CP SEC B/1,833,1115,0
1227421,3000000572177,3000000572177.0,OZICLIDE MR 60MG CP B/30,4233,5675,0
1627221,9100001627221,,PALUFON P3 CP B/9,1651,2215,0
1627231,9100001627231,,PALUFON P4 CP B/12,2062,2765,0
8552058,9100001116931,,PALUMEL 20/120 CP B/6,1319,1765,0
8552070,9100001116941,,PALUMEL 80/480 CP B/6,3274,4390,0
8182176,3990000003002,,PALUMIL 20MG/120MG ENF/JUN B/6,699,935,0
8182236,3990000003019,3990000003019.0,PALUMIL 80MG/480MG AD B/6,2071,2775,0
8629648,9100001253281,,PALUVA 60/360MG CP B/6,1252,1675,0
8509039,9100001064091,,PALUVA 80/480MG CP B/6,1339,1795,0
8410594,9100000898311,3000000143452.0,PAMAGIN C CP B/10,1486,1990,0
2295413,3400922954134,,PANADOL ACTIFAST 500MG CP B/20,1316,1765,0
9001449,3000000541715,,PANADOL ADVANCE 500MG CP/16,647,865,0
2295436,3400922954363,8045812.0,PANADOL EXTRA 500MG CP B/20,932,1250,0
3361514,3400933615147,,PANADOL 500MG CP EFF B/12,918,1230,0
2297524,9100000270961,2297524.0,PANALGIC COMP EFF B/16,835,1120,0
1298351,9100001298351,8451908.0,PANDOM D 40MG/30MG B/30,3603,4830,0
8113531,9100000892811,,PANTO DENK 20MG CP B/2X14,4468,5990,0
8113525,9100000892791,,PANTO DENK 40MG CP B/2X14,5922,7940,0
8152637,3000000240403,3000000240403.0,PANTONEX DR 40MG CP LP B/30,3445,4620,0
8145100,3000000227503,3000000227503.0,PANTOPRAL D 40/30MG CP B/30,5080,6810,0
2260142,9100000689331,8021208.0,PANTOTAB 40MG CP B/30,4294,5755,0
2299635,9100000434241,,PARA DENK 500 CP B/2X10,957,1280,0
1803931,9100001803931,,PARA LIFE 500MG CP B10X10,806,1080,0
1424391,3990000007932,,PARACE CP B/10,1267,1695,0
2262508,3700502100778,,PARACETAMOL CRE 500 B/2X12,553,740,0
1656731,3700502100631,,PARACETAMOL CRE 500 BL/100X10,14630,19620,0
8054082,9100000593341,8054082.0,PARACETAMOL UBI 500MG CP100X10,9377,12575,0
1460231,9100001460231,,PARACETAMOL 500 CP 2X10 AFRI,212,285,0
1661481,9100001661481,,"PARACETAMOL.TRAM 325/37,5 /100",5100,6840,0
2284065,9100000571881,8074535.0,PARACO DENK 500/30 CP B/20,1527,2045,0
1696351,3000000460894,3000000460894.0,PARALIB 12 LP 1000MG CP B/8,1031,1380,0
2028758,9100006610101,,PARANTAL LAPR C1000 CP EFF/10,1078,1445,0
8011405,9100000011881,,PARANTAL LAPR 500 CP EFF/20 BL,1152,1545,0
2028793,9100006610201,2028793.0,PARANTAL LAPR 500MG CP B/20,559,745,0
3567440,3400935674401,,PARIET 10MG CP B/28,4978,6675,0
3551456,3400935514561,,PARIET 20MG CP B/14,2492,3340,0
3174723,3400931747239,,PARKINANE LP 5MG GELU/20,994,1330,0
2274517,9100000663521,8005468.0,PAROL 500MG CP B/30,938,1255,0
2484638,9100001876971,,PB NERVE CP B/30,3447,4620,0
2274807,9100000663481,8005758.0,PEDIFEN 400MG CP B/30,1716,2300,0
1572301,9100001572301,4031571070839.0,PERINAM-DENK 4/10 CP /30,6435,8630,0
1572311,9100001572311,3000000859032.0,PERINAM-DENK 4/5 CP /30,5578,7480,0
1572321,9100001572321,3000000859131.0,PERINAM-DENK 8/10 CP /30,7289,9775,0
1218121,6192435600482,3000000500033.0,PERISPAM 80MG CP ORO B/10,1043,1395,0
8432621,6192435600437,3000000500071.0,PERISPAM 80MG CP ORO B/30,2251,3015,0
1526061,3573994004974,3344958.0,PERMIXON 160MG GEL B/60    AFR,15540,20840,0
8152666,9100001034761,,PHALIS 20MG CP B/4,5138,6890,0
8110432,9100000852321,3000000072523.0,PHARPEN 500MG GEL B/12,1967,2635,0
8172634,3705629278225,,PHARTRIM AD CP B/20,629,840,0
8172640,3411112131730,,PHARTRIM FORTE CP B/10,1157,1550,0
3082286,3400930822869,3082286.0,PHENERGAN 25MG CP B/20,937,1255,0
8170888,3000000354414,3000000354414.0,PHLORO-G 80MG CP ORO B/10,1413,1895,0
3382634,3400933826345,,PHYSIOGINE 1MG CP B/30,3236,4335,0
3377828,3400933778286,3377828.0,"PHYSIOTENS 0,2MG CP B/30",5750,7710,0
3377892,3400933778927,3377892.0,"PHYSIOTENS 0,4MG CP B/30",10351,13880,0
2263749,9100000059711,2034003.0,PHYTORAL 200MG CP B/10,3466,4645,0
8182199,3990000003118,3990000003118.0,PILL 72 CP B/1,1553,2080,0
2475515,9100001541361,3000000805046.0,"PILUDEM 1,5MG CP  B/1",653,875,0
2284088,9100000570841,8082210.0,PIROXEN 20MG CP DISP B/12,2047,2745,0
8117658,3000000145081,3000000145081.0,PLAEVZ 50MG CP B/4,2578,3455,0
1401071,7649995237102,,PLASMOCUR 20/160 CP B/6,1220,1635,0
1401081,7649995237119,,PLASMOCUR 40/320 CP B/6,1730,2320,0
1401091,7649995237126,,PLASMOCUR 80/640 CP B/6,2414,3235,0
1401101,7649995237133,3000000637456.0,PLASMOCUR 80/640 CP B/8,3013,4040,0
3506444,3582911100040,3582911100040.0,PLAVIX 75MG CP B/28 AFR,11862,15905,0
8177347,3990000001886,3990000001886.0,PLENCOXIB 200MG GEL B/20,3362,4505,0
3422730,3400934227301,3400934227301.0,POLARAMINE 2MG CP B/20,879,1175,0
1247071,3000000602775,3000000602775.0,"POSTPILL 1,5MG CP B/1",637,850,0
2252579,9100000760691,,POWERGESIC MR CP 10X10,7238,9705,0
2284208,3000000251874,,PRAZOL 20MG CP GEL B/14,2526,3385,0
8000643,9100000671401,,PRAZOL 20MG CP GEL B/28,3880,5200,0
8169046,3000000331460,,PREDNI 20MG CPF CP EFF B/20,2065,2765,0
1788451,9100001788451,,PREGABALINE DENK 150MG B/28,6878,9220,0
1788441,9100001788441,,PREGABALINE DENK 75MG B/28,4726,6335,0
1829061,9100001829061,,PREGABANEURINE 75MG GELU B/30,5154,6910,0
8181337,9100001166121,3000000424186.0,PREGASAFE 150MG B/30,7736,10375,0
8181320,9100001166111,3000000424223.0,PREGASAFE 75MG B/30,6273,8410,0
8160401,9100000995451,3000000248270.0,PRENATAL DENK B/30,2888,0,2
8180668,9100001129551,,PRENATAL DENK B/30 +DHA B/30,9568,0,2
9001679,9100001156131,,"PRESTO 1,5MG CP B/1",1251,1675,0
3782322,3400937823227,3782322.0,"PRETERAX 2,5MG/0,625MG B/30",7715,10345,0
3348413,3400933484132,,PREVISCAN 20MG CP B/30,1567,2100,0
2226961,3400922269610,,PRILIGY 60MG CP PELL B/3,26789,35925,0
7273401,3577056016776,,PRIMALAN 10MG CP B/14      AFR,3032,4065,0
7273381,3577056016769,,PRIMALAN 5MG CP/14         AFR,1905,2555,0
8169299,4008500060322,4008500060322.0,PRIMOLUT NOR 10MG CP B/30,1472,1970,0
1561281,3400930166352,3400930166352.0,PRINCI B CPR B/90,5223,7005,0
2027150,5415174005297,3129384.0,PRINCI B FORT CP B/30      AFR,3431,4600,0
3716762,3400937167628,,PROCORALAN 5MG B/56,12385,16605,0
1326831,9100001326831,,PROFENID 100MG CP B/2X15,2504,3350,0
3138905,3400931389057,3138905.0,PROFENID 50MG GELU/24 AFR,1432,1920,0
2292426,9100000430611,2292426.0,PROFENOL CP B/20,1237,1655,0
8162297,4008500060353,4008500060353.0,PROGYNOVA 2MG CP B/20 NF AFR,3507,4700,0
8102711,9100000781321,8083008.0,PROKEFEN 100MG CP DISP B/30,1122,1505,0
8102409,9100000764151,8069190.0,PROMONGYL 1G CP SEC B/2,1441,1930,0
9000438,9100000920351,9000438.0,PROPOFAN GELU B/15,1739,2330,0
3356996,3400933569969,,PROPRANOLOL TEV 40MG CP B/50,1162,1555,0
1350781,9100001350781,,PROSTALEN CP B/30,5680,7615,0
2262454,3990000000247,8070796.0,"PROTEC PILL CP 1,5MG B/1",1320,1770,0
1228121,3990000002838,,PROTEXIUM 20MG CP B/30,3022,4050,0
1228131,3990000002845,,PROTEXIUM 40MG CP B/30,3882,5205,0
3190308,4008500115107,4008500115107.0,PROVIRON 25MG CP B/20,3261,4370,0
3310095,3400933100957,,PROZAC 20MG GELU B/14,2781,3730,0
1253321,9100001253321,3000000556962.0,PUDOX 100MG CP B/10,2584,3465,0
8438842,9100001253331,3000000557006.0,PUDOX 200MG CP B/10,3439,4610,0
3782888,3400937828888,,PULMODEXANE 30MG CP B/12   AFR,1111,1490,0
8181308,9100001166092,,"PULMOFIRST 62,5MG B/10",8557,11475,0
3436488,3400934364884,3436488.0,QUINIMAX 125MG CP B/18,2423,3245,0
3413501,3400934135019,3413501.0,QUINIMAX 500MG CP B/9,3800,5095,0
2295577,3700502100907,,QUININE SULF CRE 300 ET/10X10,6684,8960,0
1460241,9100001460241,,QUININE SULF 300 CP 2X10 AFRI,1240,1665,0
2295583,9100000303291,2295583.0,QUINOLOX 200MG CP PELL B/10,3010,4035,0
8172054,3000000357019,,QUINTANA 10MG CP B/14,2498,3350,0
8172060,3000000357002,,QUINTANA 5MG CP B/14,1558,2090,0
1212221,3000000428535,3000000428535.0,QULANTA 400MG/20MG CP B/40,1505,2015,0
8139393,9100000916061,3000000191156.0,R-LUME 20MG/120MG CP B/6,958,1280,0
8139401,9100000916071,3000000191118.0,R-LUME 40/240MG CP B/6,1303,1745,0
8110337,9100000853021,3000000766583.0,R-LUME 80MG/480MG CP B/6,1728,2315,0
8178335,9100001158911,3000000404263.0,RABELOC 20MG CP B/10,2369,3175,0
8113198,3000000218945,8059369.0,RABEMAC 20MG CP B/14,3013,4040,0
8148280,3000000164624,,RABETOK CP B/30,2951,3955,0
8148297,3000000164662,,RABETOK-D GEL B/30,4778,6405,0
8178588,9100001159491,,RABEZOL 20MG CP B/14,1990,2665,0
8180326,9100000943261,3000000278901.0,RABWIN 20MG CP B/30,3015,4040,0
8110308,3000000110072,3000000110072.0,RACIPER 20MG CP B/14,3284,4400,0
8110314,3000000088203,,RACIPER 40MG CP B/14,4336,5810,0
9001308,9100000708941,,RALDOL CP B/10,723,965,0
1836161,9100001836161,,RAMCHLOBYRA 2 CAPS B/30,17005,22805,0
719893,3000000719893,3000000719893.0,RAMIPRIL GH 10MG CP B/30,4082,5470,0
719909,3000000719909,3000000719909.0,RAMIPRIL GH 5MG CP B/30,2801,3755,0
3683465,3400936834651,,RAMIPRIL SDZ 10MG CP PLQ/30,2559,3430,0
3683376,3400936833760,,RAMIPRIL SDZ 5MG CP PLQ/30,2557,3425,0
1585631,3000000718650,3000000718650.0,"RAMITHIAZIDE 10/12,5MG B/100",6472,8675,0
8113873,3000000080238,3000000080238.0,RAMITHIAZIDE 10/25MG CP B/30,4300,5765,0
8152672,3000000255711,3000000080276.0,"RAMITHIAZIDE 10MG/12,5 CP B/30",2364,3170,0
8112520,3000000080276,3000000080276.0,"RAMITHIAZIDE 5/12,5MG CP B/30",2252,3020,0
8084002,9100000795271,8084002.0,RANFERON PLUS GEL B/30,2009,2690,0
2018607,9100007526221,2018607.0,RANFERON-GELU B/100,3956,5305,0
2029427,9100007526281,,RANFERON-12 CAPS B/30,1857,2490,0
8092450,9100000611951,8092450.0,RANOPHAGE OD 1000MG CP B/30,1495,2005,0
8012729,9100007528461,2021325.0,RANOXYL 500MG GELULE B/20,1602,2145,0
1208101,9100001208101,3000000460702.0,RANTUDIL 60MG GEL B/20,3871,5190,0
1208111,9100001208111,,RANTUDIL 90MG RET GEL B/20,6093,8170,0
8039183,9100000743221,8039183.0,RAPICLAV 1G CP B/14,3647,4890,0
1236951,3000000492864,3000000492864.0,RAPINATE 60MG PDRE/SUSP B/1,819,1095,0
8172700,3000000365540,3000000365540.0,"RASGIL HTZ 10MG/12,5MG CP B/30",3700,4960,0
8172717,3000000365557,3000000365557.0,RASGIL HTZ 10MG/25MG CP B/30,3956,5305,0
8172686,3000000365526,3000000365526.0,"RASGIL HTZ 5MG/12,5 CP B/30",2462,3300,0
8172692,3000000365533,3000000365533.0,RASGIL HTZ 5MG/25 CP B/30,3700,4960,0
8167171,3000000345405,3000000345405.0,RASGIL 10MG GEL B/30,4644,6225,0
8167188,3000000345382,3000000345382.0,"RASGIL 2,5MG GEL B/30",3235,4335,0
8167165,3000000345399,3000000345399.0,RASGIL 5MG GEL B/30,3875,5195,0
1450791,3000000639269,,RAVZOLE D 20MG/30MG GEL B/30,3473,4655,0
8156977,3000000317068,,"RBC F100MG/0,35 CP B/30",1330,1780,0
3802131,3400938021318,,REACTINE ALLERGIE 10MG CP B/7,4220,5660,0
1098091,9100001098091,,RECEMOX 1000MG TABS B/10,2268,3040,0
1098081,9100001098081,,RECEMOX 625MG TABS B/10,1920,2575,0
8115783,3000000136812,3000000136812.0,REGULIX 40MG CP B/20,700,935,0
8115808,3000000136805,,REGULIX 80MG CP B/20,1302,1745,0
8149888,3000000067109,3000000067109.0,RELAXON 250/300MG GEL B/30,2131,2855,0
1552101,9100001552101,3000000775080.0,RELEZIN 2MG CP B/30,4531,6075,0
1552111,9100001552111,3000000775134.0,RELEZIN 4MG CP B/30,7145,9580,0
8182443,3990000001213,,REMEDIA 500MG CP B/10,3782,5070,0
8182466,3990000001220,3990000001220.0,REMEDIA 750MG CP B/10,3581,4805,0
1261661,3000000425817,,REMIFLU CP B/10,1731,2320,0
8595487,9100001177221,3000000418871.0,RENERVE P GEL B/30,6454,8655,0
8408605,9100000868121,3000000115817.0,RENERVE PLUS BT GEL B/30,6878,9220,0
8408628,9100000867031,3000000095386.0,RENERVE PLUS GELU B/30,4311,5780,0
3270906,3400932709069,,RENITEC 20MG CP B/28,2642,3540,0
1638421,3000000849347,3000000849347.0,RESTOCINE CP B/200,9439,12655,0
8098642,9100000659721,8098642.0,RESTRIVA 500MG CP B/20,1045,1400,0
8103024,9100000788361,,REUMOXICAN 20MG CP DISP B/10,1955,2620,0
2263873,9100000137661,8041719.0,REUMOXICAN 20MG CP DISP B/30,5784,7755,0
2263896,9100000137671,2263896.0,REUMOXICAN 20MG GELU B/10,2607,3495,0
8192619,3000000645666,2019334.0,REVITAL GELU B/30,3027,4060,0
1809881,9100001809881,,REVOBAN 10MG CP B/10,5553,7445,0
8170724,9100001135821,,RHINOPAROL 650/10/4 CP B/20,1605,2150,0
3091374,3400930913741,3091374.0,RIBATRAN CP B/20,3079,4125,0
8179518,3000000370520,3000000370520.0,RICHFER GEL B/30,1752,2350,0
1556051,3000000769768,,RIDMAL DT 20/160MG CP B/3,1303,1745,0
1306271,3000000564608,3000000564608.0,RIDMAL 120/960MG CP B/3,2073,2780,0
8152689,3000000262511,3000000262511.0,RIDMAL 40/320MG CP B/9,2500,3350,0
1306251,3000000564585,3000000564585.0,RIDMAL 80/640MG CP B/3,1726,2315,0
1306261,3000000564592,3000000564592.0,RIDMAL 80/640MG CP B/6,2245,3010,0
8109707,9100000852331,,RIGIDE 50MG CP B/1,1210,1620,0
8109713,9100000852371,,RIGIDE 50MG CP B/4,4457,5975,0
2284094,9100000571281,8082150.0,RINIALER 10MG CP B/20,4693,6290,0
8182578,3990000001176,,RINITEX 5MG/10MG CP B/20,1984,2660,0
1715281,3990000017092,,RISDAL 2MG CP B/30,820,1100,0
1715271,3990000017108,3990000017092.0,RISDAL 4MG CP B/30,992,1330,0
3389487,3400933894870,3400933894870.0,RISPERDAL 1MG CP B/60,6489,8700,0
3389501,3400933895013,,RISPERDAL 2MG CP B/60,13156,17640,0
3442738,3400934427381,,RISPERDAL 4MG CP B/30,6949,9315,0
8106867,9100000498701,8059458.0,RIVACLOX 500MG GELULE B/10X10,9711,13025,0
8106956,9100000507051,8063075.0,RIVACLOX 500MG GELULE B/20,2290,3070,0
8106873,9100000498711,8059487.0,RIVAMOX 500MG GELULES B/20,1377,1845,0
3153968,3400931539681,,RIVOTRIL 2MG COMP B/40 AFR,1262,1690,0
1285851,9100001285851,3000000404584.0,RIZAPTAN 10MG CP B/10,10258,13755,0
1285841,9100001285841,,RIZAPTAN 5MG B/10,6844,9175,0
1349641,3990000000612,,ROIVIT MULTIVIT CP EFF B/20,2271,3045,0
8163730,3990000000643,3990000000643.0,ROIVIT VIT C+ CALC CP EFF B/20,1405,1880,0
8163724,3990000000650,3990000000650.0,ROIVIT VIT C1000 CP EFF B/20,1411,1890,0
2287922,3990000014718,,ROMAC 150MG CP B/10,2978,3990,0
2286153,3990000014725,3990000014725.0,ROMAC 300MG CP B/7,3321,4450,0
8127504,3000000113721,,"RONALIN 2,5MG B/30",3268,4380,0
1805151,7649995237164,,ROSEB 10/10MG CP B/30,10198,13675,0
1805161,7649995237171,,ROSEB 20/10MG CP B/30,12843,17220,0
8177666,3000000387702,3000000387702.0,ROSUKAA 10MG CP B/30,5148,6900,0
8177672,3000000387719,3000000387719.0,ROSUKAA 20MG CP B/30,6001,8045,0
1525891,3000000680599,,ROSUTOR 10MG CP B/30,6004,8050,0
1525901,3000000680605,3000000680605.0,ROSUTOR 20MG CP B/30,8141,10915,0
1525881,3000000680568,,ROSUTOR 5MG CP B/30,4297,5760,0
1298241,3000000601679,3000000601679.0,ROSUVAS 10MG CP B/28,5155,6910,0
1298231,3000000601716,3000000601716.0,ROSUVAS 20MG CP B/28,6221,8340,0
1213141,9100001213141,4031571062704.0,ROSUVASTATIN DENK 10MG BL/3X10,4939,6620,0
1213151,9100001213151,4031571062711.0,ROSUVASTATIN DENK 20MG BL/3X10,6866,9205,0
1213161,9100001213161,4031571062858.0,ROSUVASTATIN DENK 5MG BL/3X10,3526,4725,0
8166817,3000000353912,,ROSUVASTATIN PMS 10MG CP B/30,4721,6330,0
8166823,3000000353929,,ROSUVASTATIN PMS 20MG CP B/30,6160,8260,0
8166800,3000000353905,,ROSUVASTATIN PMS 5MG CP B/30,4071,5460,0
3124168,3400931241683,3124168.0,"ROVAMYCINE 1,5MUI CP B/16",3185,4270,0
3324708,3400933247089,,ROVAMYCINE 3MUI CP B/10,3303,4425,0
2295620,9100000340621,2295620.0,ROXYL 300MG CP B/5,3271,4385,0
1128781,3990000001558,,ROZAN 10MG CP B/3X10,3548,4755,0
3306857,3400933068578,,RUBOZINC GELU B/30,3412,4575,0
3290381,3400932903818,3290381.0,RULID 150MG CP B/10,5874,7875,0
1110101,9100001110101,3000000390757.0,RUNN 100MG CP B/30,1568,2100,0
3246026,3400932460267,,RYTHMODAN LP 250MG CP B/20,5349,7170,0
1595681,9100001595681,,SALISAL 100MG CP B/90,1640,2195,0
1298971,9100001298971,3000000381656.0,SANOZOL 400MG CP B/3,835,1120,0
2009838,9100008069801,2009838.0,SARIDON CP B/10,802,1075,0
1942601,7649995237201,,"SARTEX HCT 10/160/12,5 CP B/30",10074,13510,0
1808501,7649995237218,,SARTEX HCT 10/160/25 CP B/30,10075,13510,0
1805141,7649995237195,,SARTEX 10/160MG CP B/30,9440,12660,0
1805131,7649995237188,,SARTEX 5/160MG CP B/30,8587,11515,0
1481711,9100001481711,3000000669747.0,SCOLTA 10MG CP B/30,3871,5190,0
1481721,9100001481721,3000000669792.0,SCOLTA 20MG CP B/30,6663,8935,0
2270123,9100000633011,8097826.0,SECAMIB CP B/2,1896,2540,0
3404703,3400934047039,3400934047039.0,SECTRAL 200MG CP B/30,3800,5095,0
3220771,3400932207718,,SECTRAL 400MG CP B/30,4874,6535,0
8413670,9100000916131,3000000159910.0,SECUVIT CAPS B/30,2118,2840,0
3488516,3400934885167,,SEDASPIR 20MG CP NF AFR B/20,1418,1900,0
1346481,9100001346481,,"SEDATIFNUIT 200/100/0,25 B/30",2767,0,0
2475464,9100001541401,,SEFAM PL 10/10MG CP B/30,5574,7475,0
2475467,9100001541411,3000000805145.0,SEFAM PL 10/5MG CP  B/30,5205,6980,0
2475461,9100001541381,,SEFAM PL 5/10MG CP B/30,5888,7895,0
2475458,9100001541391,,SEFAM PL 5/5MG CP B/30,4669,6260,0
1694511,3990000016200,3990000016200.0,SEFIMEX DT 200MG CP/10,2429,3255,0
1694491,3990000016194,3990000016194.0,SEFIMEX DT 400MG CP/10,3709,4970,0
8152695,3000000236581,3000000236581.0,SEFUROX 250MG CP B/10,2959,3965,0
8152703,3000000236598,3000000236598.0,SEFUROX 500MG CP B/10,4069,5455,0
3010493,3400930104934,,SELEXID 200MG CP B/20,6540,8770,0
1597561,9100001597561,,"SENERGY PLU 10/160/12,5MG B/30",8716,11685,0
1656791,9100001656791,,"SENERGY PLUS 5/160/12,5MG B/30",6864,9205,0
1639351,9100001639351,,SENERGY 10/160/25MG CP B/30,9007,12075,0
1481741,9100001481741,,SENERGY 10/160MG CP B/30,7229,9695,0
1481731,9100001481731,,SENERGY 5/160MG CP B/30,6828,9155,0
3553975,3400935539755,,SERC 8MG CP B/90,4792,6425,0
1737721,9100001737721,3000001157939.0,"SERDERAX 10MG/2,5MG CP B/30",8451,11330,0
1737731,9100001737731,3000001157922.0,"SERDERAX 5MG/1,25MG CP B/30",6264,8400,0
1246421,5995327164779,3000000571194.0,SERDOREL 75MG CP B/28,9047,12130,0
1737741,9100001737741,,SERGLIRON 60MG B/30,5991,8030,0
3599374,3400935993748,3599374.0,SEROPLEX 10MG B/28,4326,5800,0
1737701,9100001737701,3000001157984.0,SERPERAM 10MG/10MG CP B/30,9237,12385,0
1737691,9100001737691,3000001157977.0,SERPERAM 10MG/5MG CP B/30,8452,11335,0
1737681,9100001737681,3000001157960.0,SERPERAM 5MG/10MG CP B/30,6267,8400,0
1737671,9100001737671,3000001157953.0,SERPERAM 5MG/5MG CP B/30,6264,8400,0
1397211,9100001397211,3000000632659.0,SETAPRO 10MG CP B/30,5153,6910,0
1397201,9100001397201,3000000632666.0,SETAPRO 20MG CP B/30,6864,9205,0
8493284,9100001052771,,SETRONAX CPR 4MG B/10,2582,3460,0
8064560,9100000780911,8064560.0,SEZOL 20MG GEL B/30,2615,3505,0
8141823,3000000179369,3000000179369.0,SHIBUDAL GEL B/30,1155,1545,0
8139424,9100000916581,3000000191194.0,SIDEGRA 100MG CP B/4,3269,4380,0
8116914,9100000853031,3000000080795.0,SIDEGRA 50MG CP B/4,2287,3065,0
3749342,3400937493420,,SILODYX 8MG CAPS B/30,5694,7635,0
1100521,9100001100521,3000000411636.0,SILYBON 140MG CP B/30,4304,5770,0
1448841,9100001448841,3000000688267.0,SIMVASTATINE VIR 20MG CP B/28,2931,3930,0
1448851,9100001448851,3000000688311.0,SIMVASTATINE VIR 40MG CP B/28,3534,4740,0
3461411,3400934614118,3400934614118.0,SINGULAIR 10MG CP B/28,10349,13875,0
3931124,3400939311241,3400939311241.0,SINGULAIR 4MG CP CROQ B/28,10350,13880,0
3461285,3400934612855,3400934612855.0,SINGULAIR 5MG CP CROQ B/28,10352,13880,0
3356430,3400933564308,3356430.0,SINTROM 4MG CP B/30,1937,2595,0
1643151,9100001643151,,SINUSET 250MG CP B/3X20,2187,2930,0
1157211,3400930001486,,SINUSPAX 50CG CP B/60,7726,10360,0
1488271,9100001488271,,SITAGIL M 50/1000MG ER CP B/30,7791,10445,0
1488261,9100001488261,,SITAGIL M 50/500MG ER CP B/28,6042,8100,0
1680931,3000000940693,3000000940686.0,SITAPRIL M 50MG/1G CPR B/30,6279,8420,0
1680921,3000000940686,,SITAPRIL M 50MG/500MG CPR B/30,5617,7530,0
1680361,3000000940570,3000000940570.0,SITAPRIL 100MG CPR B/30,7214,9675,0
1680351,3000000940563,3000000940563.0,SITAPRIL 50MG CPR B/30,5074,6805,0
8062578,3000000310403,3000000310403.0,SITRUS SR CP B/30,2208,2960,0
8493226,9100001052811,3000000322796.0,SOLCER SR 20MG GEL B/28,3892,5215,0
8147174,3000000218495,,SOLEXIM 200MG CP B/10,2365,3170,0
2475518,9100001643891,,SOPRIDE GELU 40/75MG B/30,4739,6355,0
1761661,9100001761661,,SORAFYRA 200MF CP B/30,16278,21830,0
1836181,9100001836181,,SORAFYRA 200MG TABS B/30,16278,21830,0
3312639,3400933126391,,SORIATANE 10MG GELU/30,17140,22985,0
3312674,3400933126742,,SORIATANE 25MG GELULE B/30,37472,50250,0
1549941,3000000706466,3000000706466.0,SOTADINE 5MG CP B/15,2583,3460,0
1759171,3990000016828,,SP POWER GEL B/30,18755,0,2
1304611,3990000006836,3990000006836.0,SPASCOL 80/500MG CP B/10,1285,1720,0
3098608,3400930986080,,SPASFON CP B/30,1567,2100,0
3236909,3400932369096,,SPASMAG GELULE B/60,3455,4630,0
2475484,9100001541421,3000000805299.0,SPASMARIX 40MG CP B/20,620,830,0
2475487,9100001541431,3000000805343.0,SPASMARIX 80MG CP B/20,1182,1585,0
8131776,5206938000166,3000000182444.0,SPASMO-APOTEL 500/10MG CP B/20,2898,3885,0
1501701,3000000636879,3000000636879.0,SPASMOMEN 40MG CP  B/15,2150,2880,0
8139861,3000000181195,3000000181195.0,SPASMOMEN 40MG CP B/30,4105,5505,0
8170486,4046445860539,,SPASMOSYL 80MG CP B/20,1311,1755,0
8161317,3000000221921,3000000221921.0,SPASMOTROY 40MG CP B/20,872,1170,0
8161323,3000000221938,3000000221938.0,SPASMOTROY 80MG CP B/20,1822,2440,0
1587261,9100001587261,,SPERTOMAX GELU B/60,7207,0,2
3625137,3400936251373,3625137.0,SPIFEN 400MG CP B/20,1542,2065,0
2256956,9100000647401,8000726.0,SPIRALIDE 3MUI CP B/10,2631,3525,0
2256778,9100000628651,8000548.0,SPIRALIDE 3MUI CP B/16,4461,5980,0
