CIP1,CIP2,CIP3,LIBELLE,CESSION,PUBLIC,CODTVA
3273129,3400932731299,,CARBOSYLANE AD GELU B/24X2,2003,2685,0
8382610,9100000581991,3000000316580.0,CARBOTOUX 375MG GEL B/20,1315,1760,0
3529681,3400935296818,3400935296818.0,"CARDENSIEL 1,25MG CP B/30",4067,5450,0
3529706,3400935297068,3400935297068.0,"CARDENSIEL 2,5MG CP B/30",2464,3305,0
3529741,3400935297419,3400935297419.0,CARDENSIEL 5MG CP B/30,2464,3305,0
3531293,3400935312938,3531293.0,"CARDENSIEL 7,5MG CP B/30",4010,5375,0
1515071,9100001515071,,CARDIOVALAM H CP B/30,8089,10845,0
2299888,9100000525531,,CARDIURINE CP B/10X3,2942,3945,0
8127473,3000000113646,3000000113646.0,CARDOX 1MG CP B/30,4300,5765,0
8127579,3000000113684,3000000113684.0,CARDOX 4MG CP B/30,9154,12275,0
2278573,9100000252551,,CAROFIT CP B/30,3432,4600,0
8122487,9100000899331,3000000163528.0,CARTEF DS 80/480MG CP B/6,1719,2305,0
8122470,9100000899321,3000000163481.0,CARTEF 20/120MG CP B/4X6,1719,2305,0
1400111,3000000609712,3000000609712.0,CARTILAMINE + 500MG/400MG B/30,3511,4705,0
2268379,9100000760701,3000000388457.0,CARTISAFE FORTE MSM CP B/30,4796,0,2
1116491,9100001116491,,CARTISAFE FORTE TABLETS B/30,3763,0,2
8113519,9100000892781,,CARVEDI 25MG DENK CP B/3X10,4736,6350,0
3391633,3400933916336,3391633.0,CASODEX 50MG CP B/30,36632,49125,0
4004207,9100001696181,2023927.0,CATAFLAM 25MG CP B/20,1236,1655,0
4004199,9100001696201,2022589.0,CATAFLAM 50MG CP B/20,2448,3280,0
3594069,3400935940698,3400935940698.0,"CATAPRESSAN 0,15MG CP B/30",2426,3250,0
8405736,9100000864391,3000000088081.0,CAZITHRO 500MG CP B/3,2919,3910,0
2021762,4015400571827,,CEBROTONIN 800MG CP B/30,2813,3770,0
1333051,3000000566442,3000000566442.0,CEEVI 200MG CP B/10,2415,3235,0
2273297,8902327105081,,CEFALORAL 100 DISP CP B/10,2749,3685,0
2273469,8902327105098,8002435.0,CEFALORAL 200 CP B/10,3151,4225,0
1717281,9100001717281,8699680090450.0,CEFDIA 400MG CP B/10,3445,4620,0
8011983,9100000727071,8011983.0,CEFEXOL 400MG GEL B/5,3156,4230,0
8152459,3000000236628,3000000236628.0,CEFIDIS 200MG CP B/10,2370,3175,0
8306023,9100000685071,8306023.0,CEFIM 200MG GEL B/12,3864,5180,0
8306017,9100000685081,8306017.0,CEFIM 400MG GEL B/6,3862,5175,0
8142219,3000000220702,,CEFIXIME SP 200MG CP B/10,3389,4545,0
1747881,6192435600741,6192435600741.0,CEFOKEN 200MG GEL B/16,4977,6670,0
8142254,3000000220948,3000000220948.0,CEFUROXIME SP 500MG CP B/10,5331,7145,0
2268563,9100000343631,2268563.0,CELEBID 100MG GELU B/20,3288,4405,0
8130854,9100000889271,3000000161524.0,CELEBID 200MG GELU B/30,5507,7385,0
2031424,5415174004092,2031424.0,CELEBREX 100MG B/20,5682,7620,0
2031430,5415174004108,2031430.0,CELEBREX 200MG B/10,5675,7610,0
3543706,3400935437068,,CELEBREX 200MG GELU PLAQ B/30,5315,7125,0
1139721,3990000001299,3990000001299.0,CELECOXIB SP 200MG GEL B/20,5243,7030,0
3293505,3400932935055,,CELECTOL 200MG CP B/28,4536,6080,0
3412447,3400934124471,3412447.0,CELESTENE 2MG CP DISP B/20,2112,2830,0
2297257,9100000508601,2297257.0,CEPODEM 200MG CP B/10,6071,8140,0
1341781,9100001341781,,CETABU-P B/10,610,815,0
1277951,9100001277951,,CETALGIC 1000 GEL B/8,811,1085,0
1277961,9100001277961,,CETALGIC 500 GEL B/2X8,882,1180,0
1639111,3000000812488,3000000812488.0,CETAMYL 500MG CPR EFF B/16 CAM,841,1125,0
2483335,3990000018112,,CETZIN L 5MG CP B/10,1355,1815,0
9001082,9100000592631,,CEVIT VIT C 100MG CP B/10,1340,0,2
1596191,9100001596191,3000000897324.0,CEXIME DT 100MG CP B/20,2114,2835,0
3508621,3400935086211,,CHARBON BELLOC CAPS MOL/36,6395,8575,0
8168383,3000000272176,3000000272176.0,CHINTHER 80MG/480MG CP B/6,1845,2475,0
3369906,3400933699062,,CHLORAMINOPHENE 2MG GELU B/30,18105,24280,0
8180148,9100001155671,,CHONDROGEN CP B/20,2661,3565,0
3359173,3400933591731,,CHONDROSULF 400 GELU B/84,17287,23180,0
3990405,3400939904054,,CHOPHYTOL 200MG CP B/180,7137,9570,0
3608009,3400936080096,,CIALIS 20MG CP PELL B/4,19650,26350,0
8180295,9100000925261,,CICALFER CP BTE/30,1375,1840,0
8144336,9100000958961,3000000271674.0,CICLOVIRAL 200MG CP B/25,3635,4870,0
8144342,9100000958971,3000000271711.0,CICLOVIRAL 400MG CP B/25,5007,6710,0
8141409,4035459233422,,CICLOVIRAL 800MG CP B/25,6339,8500,0
8124687,9100000883781,3000000269718.0,CIELCEF 200MG CP B/10,3270,4385,0
1251071,9100001251071,3000000556849.0,CIELCEF 400MG CP B/10,5153,6910,0
8128018,9100000929281,3000000269879.0,CIELCEF-O 200/500MG CP B/10,5153,6910,0
8124701,9100000883801,,CIELNAC CP B/10,1732,2320,0
1253311,9100001253311,,CIELNAC SP CP B/10,2166,2905,0
8181099,9100001147451,3000000439357.0,CIELPRAZ D 40/30MG GEL B/10,1900,2545,0
8124718,9100000883811,3000000269794.0,CIELPRAZ 40MG CP B/10,1555,2085,0
8034932,9100000332781,8034932.0,CIFRAN CT CP B/10,5223,7005,0
2299983,9100000426861,2299983.0,CIFRAN OD 1G CP B/10,5848,7840,0
2027279,9100001944581,2027279.0,CIFRAN 500MG CP B/10,3211,4305,0
2254897,9100000664671,8003191.0,CINET 10MG CP DISP B/40,2478,3320,0
8121884,9100000871061,,CINFLAM PLUS CP B/10X10,749,1004,0
1621821,3000000855737,3000000855737.0,CINOD 10MG CPR B/30,5578,7480,0
1621811,3000000855720,3000000855720.0,CINOD 5MG CP B/30,4512,6050,0
1538401,9100001538401,,CINOSPAM 80MG CP B/30,1377,1845,0
1142741,9100001142741,,CIPEX TZ 500/600MG CP B/2X10,2822,3785,0
8112939,9100000852971,3000000080559.0,CIPOTAX 500MG/600MG CP B/30,4313,5780,0
2270034,9100000410651,,CIPRO DENK 500MG CP B/10,2801,3755,0
8156807,9100001016011,,CIPRO DENK 750 B/10,2770,3715,0
8488320,9100001062231,3000000321669.0,CIPROAS TZ 500/600MG CP B/20,3415,4580,0
2293093,9100000292471,2293093.0,CIPRODAC 500MG CP B/10,3513,4710,0
8054171,9100000599421,,CIPROFLO UBI 750MG CP 10X10,7399,9920,0
2265889,9100000341141,,CIPROFLOX 500MG CP B/1X10 AFRI,1141,1530,0
1341581,9100001341581,,CIPROFLOXACIN 500MG CP/10 SLOY,578,775,0
1448721,9100001448721,3000000687666.0,CIPROFLOXACINE VIR 250MG CP/14,1089,1460,0
1448731,9100001448731,,CIPROFLOXACINE VIR 500MG CP/14,1668,2235,0
2258145,9100000538681,,CIPROMED TZ CP B/10,2157,2890,0
2258286,9100000538691,8074937.0,CIPROMED 500MG CP B/10,1517,2030,0
2272151,9100000663501,8005646.0,CIPRONAT 250MG CP B/14,2163,2900,0
2272435,9100000663511,8005681.0,CIPRONAT 500MG CP B/14,2596,3480,0
2272493,9100000664911,8005729.0,CIPRONAT 750MG CP B/14,4738,6350,0
476571,9100000476571,8052261.0,CIPRORIV 500MG CP BT/10,2861,3835,0
2275014,9100000568741,8083758.0,CIPROZED 750MG CP B/10,3450,4625,0
2288962,9100000364931,2288962.0,CIPROZOLE FORTE 500/600 CP /10,4733,6345,0
1610921,9100001610921,,CIPZY 500MG CP B/100 KPHARM,4003,5370,0
2249985,3400922499857,,CIRCADIN 2MG LP CP B/30,17486,23450,0
3496585,3400934965852,,CITRATE BETAINE UPSA CP EFF/20,4837,6485,0
3320768,3400933207687,3320768.0,CLAMOXYL 1G CP DISP B/12,2344,3140,0
3158753,3400931587538,3158753.0,CLAMOXYL 500MG GELU B/12,1008,1350,0
8167366,3000000302057,3000000302057.0,CLANOXY 500/125MG CP B/10,2086,2795,0
8163687,3000000210321,3000000210321.0,CLARICIN 500MG CP B/10,3868,5185,0
9024516,3000000620540,,CLARICIN 500MG CP B/14,6655,8925,0
8154004,3990000000407,,CLARIE OD B/7,4056,5440,0
1312411,3000000560204,3000000560204.0,CLARITHROMYCIN GH 500MG B/14,2497,3345,0
1448741,9100001448741,3000000687765.0,CLARITHROMYCINE VIR 500MG B/14,3320,4450,0
8386938,9100000655171,4216369.0,CLARITRON 500MG CP B/10,5106,6845,0
3313917,3400933139179,3313917.0,CLARITYNE 10MG CP B/10     AFR,2746,3680,0
8306052,9100000739771,8032092.0,CLARIVA 500MG CP B/14,4630,6205,0
2269746,9100000383941,2269746.0,CLARIWIN 500MG CP B/10,5226,7005,0
8108501,9100000842441,3000000033890.0,CLARTEC 10MG CP B/15,2046,2740,0
1334661,9100001334661,3000000616352.0,CLARTEC 10MG CP B/30,2963,3970,0
8108659,3000000054857,3000000054857.0,CLAVAM 1125MG CP PELL B/12,3953,5300,0
8108642,3000000054826,3000000054826.0,"CLAVAM 562,5MG CP PELL B/16",3321,4450,0
8413078,9100000890901,3000000136409.0,CLAVICIN XR 1G CP B/10,2951,3955,0
2255141,9100000653161,8010506.0,CLAVUMOCCID 1G CP B/10,3684,4940,0
8108240,9100000819021,3000000041314.0,CLAVUMOCCID 1G CP B/20,5619,7535,0
2038840,9100000454091,2038840.0,CLAVUMOCCID 500MG CP B/12,2776,3720,0
8513207,9100001087201,3000000347553.0,CLEDOMOX 1125MG CP B/16,4753,6370,0
8114128,3000000135273,,CLOFAINS 500/50MG CP B/10,830,1110,0
3023800,3400930238004,3400930238004.0,CLOMID 50MG CP B/10,5072,6800,0
1397501,9100001397501,3000000644485.0,CLOMIFENE IG 50MG CP B/10,2621,3515,0
1604461,9100001604461,3000000867273.0,CLOMILEN 50MG CP B/10,1450,1940,0
8125830,9100000899641,3000000196700.0,CLOPI DENK 75MG B/30,5587,7490,0
1173321,3000000314678,3000000314678.0,CLOPIDOGREL GH 75MG CP B/30,6858,9195,0
3023851,3400930238516,,CLOPIDOGREL MYL 75MG CP/30.,3493,4680,0
1448751,9100001448751,3000000687819.0,CLOPIDOGREL VIR 75MG CP B/28,4519,6060,0
1207401,3990000002777,,CLOPIDOWEL 75MG CP B/30,4226,5665,0
1460151,9100001460151,,CLOXACILLIN 500 CP B/2X10 AFRI,1861,2495,0
8106896,9100000505201,,CLOXACILLIN 500CP B/10X10 AFRI,5540,9420,0
1614951,9100001614951,,CLOXVIN 500MG GELU B/10X10 KPH,5144,6900,0
8114335,3582911100873,,"CO APROVEL 150/12,5MG RMCP/28",11869,15915,0
8114341,3582910012764,,"CO APROVEL 300/12,5MG RMCP/28",12336,16540,0
2283284,9100000587041,8087756.0,CO ARINATE FDC AD CP B/3,1709,2290,0
2283350,9100000587051,8087710.0,CO ARINATE FDC ENF CP B/3,1580,2115,0
1552081,9100001552081,,"CO-ANGINET 160/12,5MG CP B/30",5837,7825,0
1552091,9100001552091,,CO-ANGINET 160/25MG CP B/30,6622,8880,0
1552071,9100001552071,,"CO-ANGINET 80/12,5MG CP B/30",5388,7225,0
1565871,3000000787359,3000000787359.0,CO-ORIXO 200MG/500MG CP B/10,3447,4620,0
1817911,3000001203148,,"CO-VEPRAN 150MG/12,5 CP B/28",6284,8425,0
1811271,3000001203179,,CO-VEPRAN 300MG/25 CP B/28,7388,9905,0
8111638,9100000845061,,COARTEM 20/120MG DISP CP/12,1306,1750,0
8109185,9100000845051,,COARTEM 20/120MG DISP CP/6,756,1010,0
8150845,9100001015451,,COARTEM 80/480MG CP B/6,1661,2225,0
3322075,3400933220754,3322075.0,CODOLIPRANE 400/20MG AD CP/16,1321,1770,0
2267859,9100000587601,8091137.0,COFANTRINE CP AD 80/480MG B/6,1678,2250,0
2256761,9100000703661,8016615.0,COFANTRINE 20/120 CP DISP B/6,702,940,0
1613731,3000000696026,3518646128370.0,COFLOX 500MG CP PEL B/10,1175,1575,0
3627509,3400936275096,3627509.0,COLCHICINE OPOCALCIUM 1MG B/20,1591,2130,0
3024490,3400930244906,3024490.0,COLCHIMAX CP B/20,2687,3600,0
1298001,3000000601754,3000000601754.0,COLCIBRA 100MG GEL B/30,4511,6045,0
1298161,3000000601792,3000000601792.0,COLCIBRA 200MG GEL B/30,6819,9145,0
8137715,9100000977161,,"COLOSAR DENK 100/12,5 B/28",5596,7500,0
2250758,9100000794071,,"COLOSAR DENK 50/12,5 B/2X14",3452,4630,0
8109759,9100000802711,3000000022955.0,"COLOSAR MEDIS 50/12,5 B/30",3871,5190,0
8410387,9100000874211,3000000102046.0,COMBIART 20/120MG CP B/24,1705,2285,0
8426000,9100000975401,3000000224632.0,COMBIART 80/480MG CP B/6,1731,2320,0
1139741,3990000001305,3990000001305.0,COMBICURE SP40MG/320 CP B/9,2457,3295,0
2023761,9100002156021,,COMBIFRINIL CP B/3,1186,1590,0
8021734,9100000238381,,COMBIMAL CP/3 SACH B/50,17436,23380,0
8152471,3990000000582,3990000000582.0,COMBITRINE SP 80/480 CP B/6,1605,2150,0
8168503,5034593043606,,CONCAVIT GEL B/25,2403,3220,0
9752842,3760155210286,,CONCEPTIO FEM CAPS/30+30,10962,0,2
9705245,3760155210279,,CONCEPTIO HOM CAP/30+90,18478,0,2
3025153,3400930251539,,CONTALAX CP B/30,5038,6755,0
1819731,3000001204121,,"CONTIFLO OD 0,4MG GEL B/30",4984,6680,0
1348741,9100001348741,,CORDARONE 200MG CP B/30 24M,7673,10290,0
3302405,3400933024055,,"CORENITEC 20MG/12,5MG CP B/28",2641,3540,0
1295141,9100001295141,3000000571156.0,COSYREL 10MG/10MG CP B/30,13269,17795,0
1295131,3594452400152,3000000571149.0,COSYREL 10MG/5MG CP.B/30,9214,12355,0
1295121,3594452300155,3000000571132.0,COSYREL 5MG/10MG CP B/30,13055,17505,0
1295111,3594454200156,3000000571125.0,COSYREL 5MG/5MG CP B/30,8997,12065,0
3592320,3400935923202,3592320.0,COTAREG 160MG/25MG CP B/28,13665,18325,0
3443005,3400934430053,3443005.0,"COTAREG 80MG/12,5MG CP B/28",9302,12475,0
2277800,3000000251744,8000301.0,COTIPRED 20MG CP EFF B/20,2508,3360,0
2030347,3700502100730,,COTRIM FORT CRE 960 BL/10X10,3471,4655,0
2273794,3700502100723,,COTRIM FORT CRE 960 BL/100X10,30656,41110,0
2271022,3700502100747,,COTRIM FORT CRE 960 ETUI/10,746,1000,0
8054248,9100000597481,8054248.0,COTRIMOX FORT UBI 960MG 10BL10,4446,5960,0
8054254,9100000604691,,COTRIMOX NORM UBI 480MG 10BL10,1731,2320,0
1460161,9100001460161,,COTRIMOX 480 CP B/2X10 AFRI,349,470,0
3569309,3400935693099,3400935693099.0,COUMADINE 5MG CP B/30,3927,5265,0
3858396,3400938583960,3858396.0,COVERAM 10/10 CP B/30,13270,17795,0
3858278,3400938582789,3858278.0,COVERAM 10/5 CP B/30,13057,17510,0
3858143,3400938581430,3858143.0,COVERAM 5/10 CP B/30,9216,12355,0
3858025,3400938580259,,COVERAM 5/5 CP B/30,8998,12065,0
3666030,3400936660304,3666030.0,COVERSYL 10MG CP B/30,8101,10860,0
3665958,3400936659582,,COVERSYL 5MG CP B/30,5537,7425,0
1341811,9100001341811,3000000629444.0,COXIBEX 120MG CP B/30,6009,8055,0
3385242,3400933852429,3400933852429.0,COZAAR 50MG CP B/28,3439,4610,0
3916946,3400939169460,3916946.0,CRESTOR 10MG CP B/30,11383,15265,0
3916975,3400939169750,3916975.0,CRESTOR 20MG CP B/30,16256,21800,0
3698538,3400936985384,3698538.0,CRESTOR 5MG CP B/30,7082,9495,0
8025867,3990000000414,8025867.0,CROISCARD 500MG/250UI B/15,1215,1625,0
1269061,9100001269061,3000000548776.0,CROSSCAL 500MG/500MUI CP B/15,2610,3500,0
2252214,9100000333951,4470002252214.0,CUPID 50 CP B/1,1467,1965,0
3581316,3400935813169,,CURACNE CAPS 10MG 30UN TN ASS,8877,11900,0
3581368,3400935813688,,CURACNE CAPS 20MG 30UN TN ASS,15355,20590,0
3676034,3400936760349,,CURACNE CAPS 40MG 30UN TN ASS,29362,39375,0
2264393,9100000303811,8031187.0,CURAM 1000MG CP B/10,5377,7210,0
1177141,9100001177141,3000000416259.0,"CURAM 500MG/62,5MG B/16",3109,4165,0
2278136,3000000251751,8000353.0,CURTEC 10MG CP B/15,2945,3950,0
3303876,3400933038762,,CYCLO 3 FORT GELU B/60,6452,8650,0
8422574,3000000410769,3000000410769.0,CYCLOPAM CP B/10,1311,1755,0
1233991,3000000426319,,D-ARTEPP 20/160MG CP B/6,875,1170,0
1233981,3000000426326,,D-ARTEPP 40/320MG CP B/6,1730,2320,0
8129348,3000000154915,3000000154915.0,D-ARTEPP 40/320MG CP PEL B/9,2073,2780,0
1234001,3000000426333,3000000426333.0,D-ARTEPP 80/640MG CP PEL B/6,2374,3180,0
3267904,3400932679041,,DAFALGAN 500MG GELULE B/16,727,975,0
8179412,3594455600085,,DAFLON 1000MG CP B/30,6786,9100,0
3286600,3400932866007,,DAFLON 500MG CP B/30,3403,4560,0
8128047,9100000907361,3000000147450.0,DAFRAZOL 20MG CP B/28,3561,4775,0
2282528,9100000750091,,DAFRAZOL 20MG GELU BLIST/14 NP,1987,2665,0
3066815,3400930668153,,DALACINE 150MG GELU B/12,2177,2920,0
3410365,3400934103650,,DALACINE 300MG GELU B/16,5462,7325,0
1856811,9100001856811,,DAPZIN 10 M PLUS CP B/30,11386,15265,0
1878151,9100001878151,,DAPZIN 10-M CP B/30,9943,13330,0
1841471,9100001841471,,DAPZIN 10MG COMP B/30,8492,11385,0
1856801,9100001856801,,DAPZIN 5 M PLUS CP B/30,10448,14010,0
1878131,9100001878131,,DAPZIN 5-M CP B/30,8531,11440,0
1811541,9100001811541,,DAPZIN 5MG CP B/30,7072,9485,0
2032783,9100002447701,2032783.0,DATIZOLE 500MG CP B/4,1313,1760,0
8071873,9100000524421,,DAZEL KIT CP B/4,3863,5180,0
3390467,3400933904678,3390467.0,DEBRIDAT 100MG CP B/30,3334,4470,0
3028476,3400930284766,3028476.0,DECONTRACTYL 250MG CP B/50,1221,1635,0
2251321,9100000787441,8083379.0,DEFAL 30MG CP B/10,4871,6530,0
2251315,9100000787431,8083296.0,DEFAL 6MG CP B/20,2355,3155,0
8154702,3000000202944,,DEFNIL P 50/500MG CP B/30,2449,3285,0
3234164,3400932341641,,DELURSAN 250 CP B/20,6455,8655,0
8184991,9100001144711,,DENK AIR JUNIOR 4MG B/28,3452,4630,0
8185016,9100001144721,,DENK AIR JUNIOR 5MG B/28,3880,5200,0
8184985,9100001144701,,DENK AIR 10MG B/28,5160,6920,0
3301802,3400933018023,3301802.0,DEPAKINE CHRONO 500MG CP B/30,6422,8610,0
1189191,3582910075776,,DEPAKINE 200MG CP B/40     AFR,2114,2835,0
3352538,3400933525385,3352538.0,DEROXAT 20MG CP B/14,7293,9780,0
2283456,9100000570861,8082285.0,DESLOR 5MG CP B/15,3133,4200,0
8156813,9100000995491,,DESLORA DENK CP B/10,1725,2310,0
1173331,3000000314654,3000000314654.0,DESLORATADINE GH 5MG CP B/15,1937,2595,0
1108801,3990000001329,3990000001329.0,DESLORATADINE SP 5MG CP B/10,1008,1350,0
3588175,3400935881755,3400935881755.0,DETENSIEL 10MG CP B/30,3430,4600,0
3116217,3400931162179,,DEXAMBUTOL 500MG CP B/50,3397,4555,0
8146996,3401081469965,3000000192603.0,DIAFORMINE SL 1000MG CP B/30,2209,2960,0
8147004,4035459259736,3000000192689.0,DIAFORMINE 500MG CP B/30,594,795,0
8147010,3401081470107,3000000192641.0,DIAFORMINE 850MG CP B/30,2024,2710,0
1340801,9100001340801,3000000677971.0,DIAMET 500MG CP B/10X10,1091,1465,0
8175319,9100001062261,3000000346365.0,DIAMICRON 60MG CP B/150,29894,40090,0
3381468,3400933814687,,DIAMICRON 60MG LM CP/30,8533,11440,0
1609661,2940012802101,,DIAMOX 250MG 2X12 EXP,2934,3930,0
2253538,9100000689311,8025732.0,DIAPRIDE 2MG CP B/30,2653,3555,0
2253633,9100000689321,8044505.0,DIAPRIDE 4MG CP B/30,5284,7085,0
8137833,9100000920191,,DIAPRIDE+ 2MG/500MG CP/30,3193,4280,0
8489041,9100001062241,,DIARLOC 2MG CP B/20,1896,2540,0
9012766,9100001330131,3000000628546.0,DIARTEM IG AD 120/960MG CP B/3,1902,2550,0
1330141,9100001330141,,DIARTEM IG 40/320MG CP B/12,1988,2665,0
8342183,9100000310831,3000000316399.0,DIARYL 200MG GELULE B/20,1413,1895,0
1818801,3000001115038,,DIAZAC 10MG CP B/14,5148,6900,0
1818791,3000001115007,,DIAZAC 5MG CP B/14,4119,5520,0
3387620,3400933876203,3387620.0,DICETEL 100MG CP B/30,4758,6380,0
650151,3990000010703,8001708.0,DICLAC LP 75MG CP B/20,3012,4035,0
2264430,9100000252951,,DICLO DENK 100 RECTAL B/10,1884,2525,0
2264447,9100000252931,,DICLO DENK 100 RETARD BL/10X10,7574,10155,0
2255454,9100000573751,8083557.0,DICLO DENK 100 RETARD CP B/10,789,1055,0
2255460,9100000573761,8083528.0,DICLO DENK 50 CP B/2X10,791,1060,0
2264453,9100000252921,2264453.0,DICLO DENK 50MG CP BL 10X10,3724,4990,0
8151193,9100000984861,3000000234471.0,DICLO PH5 50MG CP B/20,1600,2145,0
8489029,9100001062251,,DICLOAS SP 50/10 CP B/20,2793,3745,0
2294885,9100000372381,,DICLOFENAC TM TONG 50MG CP /40,742,995,0
8099506,9100000717771,8099506.0,DICLOFENAC UBI 50MG CP/10X10,2346,3145,0
1460171,9100001460171,,DICLOFENAC 50 CP B/2X10 AFRI,378,505,0
1739801,7640107472350,7640107472350.0,DICYNONE 500MG GEL B/20 NEW,3406,4565,0
3290599,3400932905997,,DIFFU K GELULE B/40,1594,2135,0
2022158,7445027807233,2022158.0,DIFLUCAN 150MG GELU B/1,5665,7595,0
2285366,9100000374051,2285366.0,DIFLUCAN 150MG GELU B/4,14253,19110,0
3031159,3400930311592,3031159.0,DIFRAREL E CP B/24,1743,2335,0
3031171,3400930311714,3031171.0,DIFRAREL 100 CP B/20,2379,3190,0
3346609,3400933466091,,"DIGOXINE NATI 0,25MG CP/30",1422,1905,0
8163380,3000000343845,3000000343845.0,DIPHOS 40MG/320MG CP B/9,1478,1980,0
1944371,9100001944371,,DIPIGLO CP B/28,2279,3055,0
1833481,9100001833481,,DISFOR 500MG CP B/20,2701,3620,0
2293839,9100001579901,,DISLEP 25MG B/20          11ME,3944,5285,0
8181277,9100001166071,,DISMIGRAS 10MG B/30,2311,3095,0
8181283,9100001166081,,DISMIGRAS 20MG B/30,3455,4630,0
2251574,9100000778821,,DISTEM CP B/50,2811,3770,0
3032897,3400930328972,,DOGMATIL 50MG GELU B/30,1663,2230,0
8099015,9100000640341,8099015.0,DOLEX SR-75MG CP B/30,2168,2905,0
8098984,9100000640351,8098984.0,DOLEX 50MG CP B/30,1092,1465,0
1253811,9100001253811,,DOLIMEX GORGE GINGEMBRE B/12,1066,0,2
8123216,9100000901291,3000000145869.0,DOLIMEX MIGRAINE CP EFF B/16,1705,2285,0
1341321,9100001341321,,DOLIMEX 1000MG CP EFF B/8,745,995,0
1341311,9100001341311,3000000635100.0,DOLIMEX 500MG CP EFF B/16,808,1080,0
1189211,3582910074212,3582910074212.0,DOLIPRANE 1G CP B/8,675,905,0
1780521,9100001780521,3529422.0,DOLIPRANE 1000MG CP EFF B/8 TN,978,1310,0
8129354,3582910069188,,DOLIPRANE 500 VIT C CP EFF/16,1000,1340,0
3232018,3400932320189,3232018.0,DOLIPRANE 500MG CP B/2X8,862,1155,0
1432881,9100001432881,3307199.0,DOLIPRANE 500MG CP EFF T/16,1134,1520,0
3412559,3400934125591,,DOLIRHUME 500/30MG CP B/16,1695,2270,0
8170718,9100001063141,,DOLOFORTE DENK CP B/20,1529,2050,0
8177867,9100001063131,,DOLOGAN DENK CP B/20,1745,2340,0
998431,9100000998431,3000000249604.0,DOLOMAX 50/500MG CP B/10,495,665,0
2030488,9100000013831,,DOLOTREN DISP CP B/40,3418,4580,0
8155245,3705629271134,,DOLOTREN RETARD 100MG GEL B/20,2292,3070,0
2026937,9100002836501,2026937.0,DOLOTREN 50MG CP B/20,1430,1915,0
1508341,9100001508341,3000000785669.0,DOLOWIN PLUS 500/100MG CP B/10,1571,2105,0
8168934,9100000920141,3000000217191.0,DOLOWIN SR 200MG CP B/30,5159,6915,0
1841451,9100001841451,,DOLOWIN 100MG COMP B/10,1388,1860,0
8174917,9100000920201,3000000217153.0,DOLOWIN 100MG CP B/30,2661,3565,0
8155251,3705629271141,,DOLOWIN+ 500/100MG CP B/30,3531,4735,0
3675201,3400936752016,,DONORMYL 15MG CP EFF T/10,3223,4320,0
3675193,3400936751934,,DONORMYL 15MG CP SEC B/10,2520,3375,0
8063371,9100000599661,2350008063371.0,"DONTOMYCINE 1,5MUI CP B/16",3115,4175,0
2276700,9100000599651,8063365.0,DONTOMYCINE 3MUI CP B/10,2699,3615,0
3022434,3400930224342,,"DOSTINEX 0,5MG CP B/8 FL PLAST",19212,25765,0
8023911,7640107472367,3000000228876.0,DOXIUM 500MG CAPS B/30 NEW,3550,4760,0
8137282,9100002877541,,DOXY 200MG CP B/8,1561,2090,0
2290427,9100000676151,,DOXY-DENK 100 CP B/20,2161,2895,0
8153884,9100001043461,,DOXY-DENK 200 CP B/8,1432,1920,0
2263175,3700502100860,,DOXYCYCLINE CRE 100 BL10X10CES,3130,4195,0
2273251,3700502100877,,DOXYCYCLINE CRE 200 BL10X10,4203,5635,0
1460181,9100001460181,,DOXYCYCLINE 100 CP B/2X10 AFRI,578,775,0
2290284,3000002290284,2290284.0,DOXYNOR 100MG CP PELL B/20,2588,3470,0
8106755,9100000476601,8052284.0,DOXYRIV 100MG GEL B/10,1149,1540,0
3337817,3400933378172,,DRILL SS SUCRE PAST B/24,2215,2970,0
8655775,9100001315401,,DUBIX CP 500/250MG B/10,2767,3710,0
3906942,3400939069425,,DULCOLAX 5MG CP B/30,7588,10175,0
1472931,3990000009219,3990000009219.0,DUO ARTISIN 40MG/320MG CP B/9,1645,2205,0
8104762,3000000014226,,DUO COTECXIN CP B/9,2585,3465,0
9027035,3000000535783,3000000535783.0,DUO COTECXIN 40/320MG CP B/12,2827,3790,0
1306291,3000000566404,3000000566404.0,DUOPAL 40MG/240MG CP B/12,1442,1930,0
8440388,3000000566411,3000000566411.0,DUOPAL 80MG/480MG CP B/6,1870,2505,0
8111621,9100000821971,3000000047330.0,DUOPIL CP B/21,3860,5175,0
8170836,3000000373705,3000000373705.0,DUOQUIN 40MG/320MG CP B/9,1817,2435,0
8700180,9100001412841,,DUOTAB CP 40/320MG B/9,2156,2890,0
3219294,3400932192946,3219294.0,DUPHASTON 10MG CP B/10,1967,2635,0
3219302,3400932193028,3400932193028.0,DUPHASTON 10MG CP B/20,3914,5245,0
3494273,3400934942730,3494273.0,DUSPATALIN 200MG GEL B/30,2413,3235,0
8172982,3000000369777,3000000369777.0,DYLDES 5MG CP B/15,2332,3125,0
8098553,9100000659671,8098553.0,DYNAPAR EC 50MG CP B/10X10,3965,5315,0
8098582,9100000659681,8098582.0,DYNAPAR SR 100MG CP B/10X10,6911,9265,0
1409711,3000000609729,3000000609729.0,DYNAPAR SR 100MG CP B/30,2083,2790,0
1205151,3000000428566,3000000428566.0,DYNAPAR 50MG/500MG CP B/20,2338,3135,0
